order_id,order_date,order_time,order_datetime,category,product,quantity,unit_price,total_amount,discount_percent,discount_amount,final_amount,city,delivery_time_minutes,customer_rating,order_type,day_of_week,is_weekend,month
BLK10777,2024-07-24,18:00:00,2024-07-24 18:00:00,Dairy,Curd,2,58,116,0,0.0,116.0,Chennai,37,5,Instant,Wednesday,False,July
BLK10778,2024-02-04,14:26:00,2024-02-04 14:26:00,Beverages,Energy Drinks,1,294,294,0,0.0,294.0,Chennai,36,3,Instant,Sunday,True,February
BLK10779,2024-11-19,20:43:00,2024-11-19 20:43:00,Fruits & Vegetables,Bananas,2,101,202,0,0.0,202.0,Bangalore,43,4,Instant,Tuesday,False,November
BLK10780,2024-10-26,22:24:00,2024-10-26 22:24:00,Personal Care,Soap,5,43,215,0,0.0,215.0,Kolkata,33,2,Instant,Saturday,True,October
BLK10781,2024-05-01,21:48:00,2024-05-01 21:48:00,Snacks,Cookies,1,45,45,17,7.65,37.35,Delhi,25,4,Instant,Wednesday,False,May
BLK10782,2024-01-20,15:59:00,2024-01-20 15:59:00,Fruits & Vegetables,Onions,3,54,162,0,0.0,162.0,Chennai,31,4,Instant,Saturday,True,January
BLK10783,2024-07-31,17:48:00,2024-07-31 17:48:00,Groceries,Wheat,3,174,522,0,0.0,522.0,Bangalore,26,5,Instant,Wednesday,False,July
BLK10784,2024-05-07,15:38:00,2024-05-07 15:38:00,Dairy,Paneer,2,251,502,0,0.0,502.0,Bangalore,33,1,Instant,Tuesday,False,May
BLK10785,2024-04-08,09:40:00,2024-04-08 09:40:00,Snacks,Biscuits,1,54,54,0,0.0,54.0,Mumbai,34,5,Instant,Monday,False,April
BLK10786,2024-09-16,10:27:00,2024-09-16 10:27:00,Fruits & Vegetables,Potatoes,2,70,140,0,0.0,140.0,Bangalore,26,4,Instant,Monday,False,September
BLK10787,2024-10-22,22:40:00,2024-10-22 22:40:00,Snacks,Chocolates,1,102,102,0,0.0,102.0,Chennai,33,4,Instant,Tuesday,False,October
BLK10788,2024-11-08,21:48:00,2024-11-08 21:48:00,Snacks,Noodles,4,119,476,0,0.0,476.0,Delhi,21,5,Instant,Friday,False,November
BLK10789,2024-03-19,13:16:00,2024-03-19 13:16:00,Dairy,Butter,4,170,680,0,0.0,680.0,Bangalore,29,5,Instant,Tuesday,False,March
BLK10790,2024-08-28,14:09:00,2024-08-28 14:09:00,Snacks,Chips,5,196,980,0,0.0,980.0,Delhi,25,4,Scheduled,Wednesday,False,August
BLK10791,2024-07-10,20:31:00,2024-07-10 20:31:00,Beverages,Energy Drinks,4,39,156,0,0.0,156.0,Delhi,31,4,Instant,Wednesday,False,July
BLK10792,2024-08-11,16:49:00,2024-08-11 16:49:00,Fruits & Vegetables,Tomatoes,4,114,456,0,0.0,456.0,Kolkata,30,5,Instant,Sunday,True,August
BLK10793,2024-05-04,23:02:00,2024-05-04 23:02:00,Beverages,Soft Drinks,3,253,759,23,174.57,584.4300000000001,Mumbai,35,3,Scheduled,Saturday,True,May
BLK10794,2024-03-23,08:07:00,2024-03-23 08:07:00,Groceries,Sugar,4,411,1644,11,180.84,1463.16,Chennai,36,5,Scheduled,Saturday,True,March
BLK10795,2024-03-25,21:16:00,2024-03-25 21:16:00,Fruits & Vegetables,Tomatoes,5,117,585,0,0.0,585.0,Kolkata,39,4,Scheduled,Monday,False,March
BLK10796,2024-02-15,11:40:00,2024-02-15 11:40:00,Personal Care,Toothpaste,3,244,732,10,73.2,658.8,Mumbai,31,5,Scheduled,Thursday,False,February
BLK10797,2024-01-01,11:04:00,2024-01-01 11:04:00,Fruits & Vegetables,Potatoes,4,93,372,0,0.0,372.0,Kolkata,36,3,Instant,Monday,False,January
BLK10798,2024-04-11,23:11:00,2024-04-11 23:11:00,Personal Care,Shampoo,5,247,1235,0,0.0,1235.0,Chennai,29,4,Scheduled,Thursday,False,April
BLK10799,2024-04-08,16:57:00,2024-04-08 16:57:00,Dairy,Butter,1,350,350,8,28.0,322.0,Kolkata,32,3,Instant,Monday,False,April
BLK10800,2024-06-24,08:37:00,2024-06-24 08:37:00,Snacks,Noodles,1,12,12,0,0.0,12.0,Chennai,27,4,Instant,Monday,False,June
BLK10801,2024-01-22,11:13:00,2024-01-22 11:13:00,Personal Care,Shampoo,5,562,2810,0,0.0,2810.0,Chennai,31,5,Instant,Monday,False,January
BLK10802,2024-08-07,18:23:00,2024-08-07 18:23:00,Fruits & Vegetables,Tomatoes,2,112,224,0,0.0,224.0,Bangalore,43,4,Scheduled,Wednesday,False,August
BLK10803,2024-06-18,11:00:00,2024-06-18 11:00:00,Dairy,Butter,1,333,333,12,39.96,293.04,Mumbai,26,5,Instant,Tuesday,False,June
BLK10804,2024-11-12,23:32:00,2024-11-12 23:32:00,Dairy,Curd,3,33,99,15,14.85,84.15,Delhi,30,4,Instant,Tuesday,False,November
BLK10805,2024-04-29,23:25:00,2024-04-29 23:25:00,Fruits & Vegetables,Onions,3,129,387,0,0.0,387.0,Delhi,27,5,Scheduled,Monday,False,April
BLK10806,2024-07-16,17:38:00,2024-07-16 17:38:00,Snacks,Biscuits,5,193,965,0,0.0,965.0,Kolkata,38,2,Instant,Tuesday,False,July
BLK10807,2024-12-10,22:10:00,2024-12-10 22:10:00,Dairy,Milk,5,148,740,0,0.0,740.0,Chennai,30,4,Instant,Tuesday,False,December
BLK10808,2024-02-15,11:27:00,2024-02-15 11:27:00,Fruits & Vegetables,Apples,3,118,354,20,70.8,283.2,Mumbai,29,4,Scheduled,Thursday,False,February
BLK10809,2024-12-09,11:42:00,2024-12-09 11:42:00,Snacks,Cookies,1,187,187,0,0.0,187.0,Chennai,32,5,Instant,Monday,False,December
BLK10810,2024-11-03,10:41:00,2024-11-03 10:41:00,Beverages,Coffee,5,243,1215,7,85.05,1129.95,Chennai,30,4,Instant,Sunday,True,November
BLK10811,2024-06-23,14:47:00,2024-06-23 14:47:00,Groceries,Salt,2,486,972,0,0.0,972.0,Bangalore,28,5,Instant,Sunday,True,June
BLK10812,2024-02-01,14:54:00,2024-02-01 14:54:00,Dairy,Butter,3,372,1116,0,0.0,1116.0,Bangalore,25,5,Instant,Thursday,False,February
BLK10813,2024-07-21,08:34:00,2024-07-21 08:34:00,Dairy,Cheese,3,137,411,14,57.54,353.46,Mumbai,32,5,Instant,Sunday,True,July
BLK10814,2024-12-06,09:38:00,2024-12-06 09:38:00,Beverages,Tea,1,160,160,0,0.0,160.0,Kolkata,39,4,Instant,Friday,False,December
BLK10815,2024-12-26,20:03:00,2024-12-26 20:03:00,Beverages,Juice,2,46,92,0,0.0,92.0,Mumbai,37,5,Instant,Thursday,False,December
BLK10816,2024-12-03,13:01:00,2024-12-03 13:01:00,Personal Care,Deodorant,4,514,2056,0,0.0,2056.0,Bangalore,28,5,Instant,Tuesday,False,December
BLK10817,2024-05-24,17:44:00,2024-05-24 17:44:00,Snacks,Cookies,1,43,43,0,0.0,43.0,Chennai,32,5,Scheduled,Friday,False,May
BLK10818,2024-12-29,17:29:00,2024-12-29 17:29:00,Fruits & Vegetables,Bananas,2,133,266,11,29.26,236.74,Kolkata,37,4,Scheduled,Sunday,True,December
BLK10819,2024-04-10,08:23:00,2024-04-10 08:23:00,Fruits & Vegetables,Onions,2,116,232,6,13.92,218.08,Delhi,26,5,Instant,Wednesday,False,April
BLK10820,2024-08-30,13:03:00,2024-08-30 13:03:00,Groceries,Salt,5,272,1360,0,0.0,1360.0,Bangalore,25,5,Instant,Friday,False,August
BLK10821,2024-05-03,20:31:00,2024-05-03 20:31:00,Beverages,Energy Drinks,4,65,260,0,0.0,260.0,Mumbai,42,5,Instant,Friday,False,May
BLK10822,2024-11-30,22:23:00,2024-11-30 22:23:00,Groceries,Rice,1,112,112,0,0.0,112.0,Delhi,27,5,Instant,Saturday,True,November
BLK10823,2024-10-27,23:17:00,2024-10-27 23:17:00,Fruits & Vegetables,Apples,2,118,236,0,0.0,236.0,Kolkata,37,5,Instant,Sunday,True,October
BLK10824,2024-03-05,11:20:00,2024-03-05 11:20:00,Groceries,Sugar,2,257,514,0,0.0,514.0,Kolkata,30,4,Instant,Tuesday,False,March
BLK10825,2024-09-28,23:04:00,2024-09-28 23:04:00,Personal Care,Face Cream,1,242,242,24,58.08,183.92000000000002,Kolkata,40,5,Instant,Saturday,True,September
BLK10826,2024-01-03,22:51:00,2024-01-03 22:51:00,Beverages,Soft Drinks,2,125,250,0,0.0,250.0,Delhi,30,3,Scheduled,Wednesday,False,January
BLK10827,2024-01-18,10:07:00,2024-01-18 10:07:00,Personal Care,Toothpaste,5,205,1025,0,0.0,1025.0,Bangalore,29,5,Instant,Thursday,False,January
BLK10828,2024-01-24,17:42:00,2024-01-24 17:42:00,Personal Care,Deodorant,5,532,2660,0,0.0,2660.0,Mumbai,30,5,Instant,Wednesday,False,January
BLK10829,2024-10-02,14:44:00,2024-10-02 14:44:00,Groceries,Sugar,2,68,136,0,0.0,136.0,Delhi,23,3,Instant,Wednesday,False,October
BLK10830,2024-03-09,14:37:00,2024-03-09 14:37:00,Beverages,Tea,5,236,1180,25,295.0,885.0,Mumbai,26,5,Scheduled,Saturday,True,March
BLK10831,2024-07-23,22:05:00,2024-07-23 22:05:00,Beverages,Coffee,5,124,620,25,155.0,465.0,Mumbai,26,5,Instant,Tuesday,False,July
BLK10832,2024-04-08,19:36:00,2024-04-08 19:36:00,Fruits & Vegetables,Onions,2,127,254,0,0.0,254.0,Kolkata,42,4,Instant,Monday,False,April
BLK10833,2024-11-05,15:04:00,2024-11-05 15:04:00,Beverages,Soft Drinks,1,300,300,0,0.0,300.0,Kolkata,36,3,Instant,Tuesday,False,November
BLK10834,2024-06-19,16:09:00,2024-06-19 16:09:00,Snacks,Chocolates,1,106,106,8,8.48,97.52,Delhi,23,4,Instant,Wednesday,False,June
BLK10835,2024-06-05,23:06:00,2024-06-05 23:06:00,Personal Care,Toothpaste,3,594,1782,0,0.0,1782.0,Kolkata,34,5,Instant,Wednesday,False,June
BLK10836,2024-07-18,13:22:00,2024-07-18 13:22:00,Fruits & Vegetables,Onions,5,123,615,21,129.15,485.85,Kolkata,37,5,Instant,Thursday,False,July
BLK10837,2024-12-02,12:09:00,2024-12-02 12:09:00,Dairy,Paneer,1,396,396,0,0.0,396.0,Bangalore,33,5,Instant,Monday,False,December
BLK10838,2024-11-07,21:45:00,2024-11-07 21:45:00,Dairy,Curd,3,264,792,0,0.0,792.0,Chennai,45,4,Instant,Thursday,False,November
BLK10839,2024-04-27,17:40:00,2024-04-27 17:40:00,Groceries,Pulses,3,482,1446,12,173.52,1272.48,Chennai,28,5,Scheduled,Saturday,True,April
BLK10840,2024-03-25,09:05:00,2024-03-25 09:05:00,Fruits & Vegetables,Tomatoes,4,22,88,0,0.0,88.0,Kolkata,36,5,Instant,Monday,False,March
BLK10841,2024-09-11,11:25:00,2024-09-11 11:25:00,Groceries,Salt,1,415,415,0,0.0,415.0,Mumbai,31,5,Instant,Wednesday,False,September
BLK10842,2024-12-04,09:38:00,2024-12-04 09:38:00,Dairy,Curd,2,114,228,16,36.48,191.52,Kolkata,31,4,Scheduled,Wednesday,False,December
BLK10843,2024-08-04,23:24:00,2024-08-04 23:24:00,Snacks,Chocolates,3,183,549,0,0.0,549.0,Delhi,23,5,Scheduled,Sunday,True,August
BLK10844,2024-05-28,17:30:00,2024-05-28 17:30:00,Beverages,Tea,1,221,221,0,0.0,221.0,Mumbai,28,5,Scheduled,Tuesday,False,May
BLK10845,2024-09-20,09:59:00,2024-09-20 09:59:00,Dairy,Paneer,1,207,207,0,0.0,207.0,Chennai,27,5,Instant,Friday,False,September
BLK10846,2024-01-03,19:56:00,2024-01-03 19:56:00,Fruits & Vegetables,Bananas,3,22,66,21,13.86,52.14,Chennai,38,4,Instant,Wednesday,False,January
BLK10847,2024-03-19,21:07:00,2024-03-19 21:07:00,Dairy,Milk,3,140,420,18,75.6,344.4,Mumbai,42,4,Scheduled,Tuesday,False,March
BLK10848,2024-10-01,16:06:00,2024-10-01 16:06:00,Dairy,Butter,2,206,412,0,0.0,412.0,Mumbai,31,1,Instant,Tuesday,False,October
BLK10849,2024-02-26,14:18:00,2024-02-26 14:18:00,Groceries,Wheat,4,430,1720,11,189.2,1530.8,Chennai,32,5,Scheduled,Monday,False,February
BLK10850,2024-12-06,16:07:00,2024-12-06 16:07:00,Dairy,Butter,4,374,1496,0,0.0,1496.0,Kolkata,32,4,Scheduled,Friday,False,December
BLK10851,2024-09-13,20:08:00,2024-09-13 20:08:00,Groceries,Rice,2,129,258,0,0.0,258.0,Delhi,35,5,Instant,Friday,False,September
BLK10852,2024-12-13,18:27:00,2024-12-13 18:27:00,Personal Care,Shampoo,4,326,1304,0,0.0,1304.0,Chennai,31,4,Instant,Friday,False,December
BLK10853,2024-03-19,13:15:00,2024-03-19 13:15:00,Beverages,Soft Drinks,2,239,478,0,0.0,478.0,Bangalore,26,4,Instant,Tuesday,False,March
BLK10854,2024-09-14,13:12:00,2024-09-14 13:12:00,Personal Care,Soap,1,165,165,0,0.0,165.0,Mumbai,31,2,Scheduled,Saturday,True,September
BLK10855,2024-08-06,08:39:00,2024-08-06 08:39:00,Snacks,Chips,4,114,456,0,0.0,456.0,Delhi,28,4,Instant,Tuesday,False,August
BLK10856,2024-06-21,21:30:00,2024-06-21 21:30:00,Groceries,Salt,1,205,205,16,32.8,172.2,Chennai,38,4,Instant,Friday,False,June
BLK10857,2024-05-06,18:57:00,2024-05-06 18:57:00,Groceries,Wheat,1,76,76,20,15.2,60.8,Delhi,40,5,Instant,Monday,False,May
BLK10858,2024-11-06,11:27:00,2024-11-06 11:27:00,Snacks,Chocolates,3,95,285,0,0.0,285.0,Chennai,31,3,Instant,Wednesday,False,November
BLK10859,2024-03-07,18:23:00,2024-03-07 18:23:00,Fruits & Vegetables,Tomatoes,5,115,575,17,97.75,477.25,Kolkata,43,5,Instant,Thursday,False,March
BLK10860,2024-02-24,12:40:00,2024-02-24 12:40:00,Fruits & Vegetables,Onions,1,68,68,0,0.0,68.0,Delhi,23,5,Instant,Saturday,True,February
BLK10861,2024-10-06,18:19:00,2024-10-06 18:19:00,Fruits & Vegetables,Potatoes,5,59,295,0,0.0,295.0,Mumbai,25,3,Instant,Sunday,True,October
BLK10862,2024-10-13,19:57:00,2024-10-13 19:57:00,Beverages,Coffee,4,54,216,0,0.0,216.0,Delhi,37,4,Instant,Sunday,True,October
BLK10863,2024-01-12,13:38:00,2024-01-12 13:38:00,Beverages,Juice,1,51,51,0,0.0,51.0,Bangalore,26,5,Instant,Friday,False,January
BLK10864,2024-09-19,10:10:00,2024-09-19 10:10:00,Dairy,Paneer,5,224,1120,5,56.0,1064.0,Chennai,33,5,Instant,Thursday,False,September
BLK10865,2024-04-21,08:56:00,2024-04-21 08:56:00,Personal Care,Deodorant,5,295,1475,13,191.75,1283.25,Kolkata,34,5,Instant,Sunday,True,April
BLK10866,2024-03-28,15:02:00,2024-03-28 15:02:00,Personal Care,Soap,1,181,181,6,10.86,170.14,Bangalore,27,5,Instant,Thursday,False,March
BLK10867,2024-05-07,14:34:00,2024-05-07 14:34:00,Groceries,Rice,5,238,1190,0,0.0,1190.0,Bangalore,28,3,Instant,Tuesday,False,May
BLK10868,2024-03-09,21:57:00,2024-03-09 21:57:00,Personal Care,Toothpaste,1,40,40,0,0.0,40.0,Bangalore,28,4,Instant,Saturday,True,March
BLK10869,2024-01-09,11:46:00,2024-01-09 11:46:00,Fruits & Vegetables,Potatoes,5,72,360,23,82.8,277.2,Bangalore,30,4,Instant,Tuesday,False,January
BLK10870,2024-07-21,12:28:00,2024-07-21 12:28:00,Snacks,Noodles,2,132,264,0,0.0,264.0,Bangalore,24,4,Scheduled,Sunday,True,July
BLK10871,2024-03-31,14:36:00,2024-03-31 14:36:00,Dairy,Curd,1,183,183,0,0.0,183.0,Bangalore,25,5,Instant,Sunday,True,March
BLK10872,2024-04-06,10:09:00,2024-04-06 10:09:00,Groceries,Cooking Oil,4,380,1520,0,0.0,1520.0,Mumbai,31,3,Instant,Saturday,True,April
BLK10873,2024-01-07,11:24:00,2024-01-07 11:24:00,Dairy,Milk,1,354,354,0,0.0,354.0,Delhi,20,3,Instant,Sunday,True,January
BLK10874,2024-11-17,08:50:00,2024-11-17 08:50:00,Groceries,Rice,3,486,1458,0,0.0,1458.0,Kolkata,31,4,Instant,Sunday,True,November
BLK10875,2024-08-15,13:19:00,2024-08-15 13:19:00,Beverages,Coffee,2,48,96,0,0.0,96.0,Mumbai,33,5,Instant,Thursday,False,August
BLK10876,2024-01-23,11:34:00,2024-01-23 11:34:00,Beverages,Soft Drinks,4,92,368,18,66.24,301.76,Kolkata,30,5,Instant,Tuesday,False,January
BLK10877,2024-06-29,17:14:00,2024-06-29 17:14:00,Fruits & Vegetables,Potatoes,4,63,252,0,0.0,252.0,Delhi,21,4,Instant,Saturday,True,June
BLK10878,2024-02-09,18:07:00,2024-02-09 18:07:00,Beverages,Soft Drinks,5,97,485,0,0.0,485.0,Delhi,32,4,Instant,Friday,False,February
BLK10879,2024-08-05,12:57:00,2024-08-05 12:57:00,Fruits & Vegetables,Tomatoes,3,109,327,0,0.0,327.0,Kolkata,31,4,Instant,Monday,False,August
BLK10880,2024-05-15,10:50:00,2024-05-15 10:50:00,Groceries,Wheat,3,125,375,0,0.0,375.0,Mumbai,31,4,Scheduled,Wednesday,False,May
BLK10881,2024-02-04,11:36:00,2024-02-04 11:36:00,Dairy,Cheese,1,190,190,0,0.0,190.0,Mumbai,27,3,Instant,Sunday,True,February
BLK10882,2024-08-05,23:44:00,2024-08-05 23:44:00,Dairy,Paneer,2,359,718,0,0.0,718.0,Bangalore,26,4,Instant,Monday,False,August
BLK10883,2024-09-09,15:24:00,2024-09-09 15:24:00,Groceries,Salt,5,345,1725,5,86.25,1638.75,Chennai,30,5,Instant,Monday,False,September
BLK10884,2024-01-09,19:35:00,2024-01-09 19:35:00,Dairy,Curd,1,203,203,0,0.0,203.0,Delhi,35,5,Scheduled,Tuesday,False,January
BLK10885,2024-05-30,22:09:00,2024-05-30 22:09:00,Personal Care,Deodorant,2,259,518,9,46.62,471.38,Mumbai,25,5,Instant,Thursday,False,May
BLK10886,2024-01-14,21:23:00,2024-01-14 21:23:00,Groceries,Sugar,5,87,435,0,0.0,435.0,Delhi,27,5,Instant,Sunday,True,January
BLK10887,2024-07-06,12:05:00,2024-07-06 12:05:00,Snacks,Chips,5,116,580,0,0.0,580.0,Delhi,22,5,Instant,Saturday,True,July
BLK10888,2024-09-27,17:30:00,2024-09-27 17:30:00,Dairy,Cheese,1,171,171,0,0.0,171.0,Chennai,28,3,Instant,Friday,False,September
BLK10889,2024-03-29,13:00:00,2024-03-29 13:00:00,Dairy,Butter,5,389,1945,0,0.0,1945.0,Chennai,31,5,Instant,Friday,False,March
BLK10890,2024-08-04,13:17:00,2024-08-04 13:17:00,Groceries,Salt,2,430,860,17,146.2,713.8,Chennai,30,4,Instant,Sunday,True,August
BLK10891,2024-10-13,10:52:00,2024-10-13 10:52:00,Fruits & Vegetables,Potatoes,3,123,369,0,0.0,369.0,Chennai,33,3,Instant,Sunday,True,October
BLK10892,2024-04-09,16:06:00,2024-04-09 16:06:00,Groceries,Rice,5,448,2240,22,492.8,1747.2,Bangalore,28,2,Instant,Tuesday,False,April
BLK10893,2024-04-18,08:48:00,2024-04-18 08:48:00,Beverages,Juice,2,36,72,0,0.0,72.0,Kolkata,33,4,Instant,Thursday,False,April
BLK10894,2024-10-15,23:02:00,2024-10-15 23:02:00,Groceries,Pulses,3,54,162,0,0.0,162.0,Delhi,25,5,Instant,Tuesday,False,October
BLK10895,2024-06-10,20:46:00,2024-06-10 20:46:00,Beverages,Juice,3,228,684,0,0.0,684.0,Delhi,38,3,Instant,Monday,False,June
BLK10896,2024-10-27,20:30:00,2024-10-27 20:30:00,Personal Care,Shampoo,2,185,370,0,0.0,370.0,Bangalore,43,4,Instant,Sunday,True,October
BLK10897,2024-04-28,14:51:00,2024-04-28 14:51:00,Fruits & Vegetables,Bananas,5,107,535,0,0.0,535.0,Mumbai,32,5,Instant,Sunday,True,April
BLK10898,2024-08-08,09:57:00,2024-08-08 09:57:00,Fruits & Vegetables,Potatoes,2,39,78,0,0.0,78.0,Mumbai,27,5,Instant,Thursday,False,August
BLK10899,2024-01-08,12:49:00,2024-01-08 12:49:00,Beverages,Energy Drinks,4,68,272,0,0.0,272.0,Delhi,27,4,Instant,Monday,False,January
BLK10900,2024-05-23,19:22:00,2024-05-23 19:22:00,Groceries,Rice,4,182,728,0,0.0,728.0,Mumbai,42,5,Instant,Thursday,False,May
BLK10901,2024-03-12,11:36:00,2024-03-12 11:36:00,Dairy,Milk,3,230,690,0,0.0,690.0,Bangalore,29,5,Instant,Tuesday,False,March
BLK10902,2024-07-06,18:23:00,2024-07-06 18:23:00,Groceries,Sugar,5,280,1400,0,0.0,1400.0,Chennai,31,5,Instant,Saturday,True,July
BLK10903,2024-11-25,09:47:00,2024-11-25 09:47:00,Snacks,Cookies,2,36,72,0,0.0,72.0,Delhi,24,4,Scheduled,Monday,False,November
BLK10904,2024-04-24,20:55:00,2024-04-24 20:55:00,Dairy,Milk,4,264,1056,0,0.0,1056.0,Bangalore,43,5,Instant,Wednesday,False,April
BLK10905,2024-04-02,11:58:00,2024-04-02 11:58:00,Dairy,Butter,4,193,772,0,0.0,772.0,Mumbai,26,4,Instant,Tuesday,False,April
BLK10906,2024-12-25,23:07:00,2024-12-25 23:07:00,Beverages,Coffee,5,99,495,23,113.85,381.15,Delhi,27,3,Instant,Wednesday,False,December
BLK10907,2024-11-03,20:03:00,2024-11-03 20:03:00,Beverages,Coffee,2,47,94,0,0.0,94.0,Chennai,40,5,Instant,Sunday,True,November
BLK10908,2024-05-18,16:40:00,2024-05-18 16:40:00,Snacks,Chips,1,80,80,0,0.0,80.0,Mumbai,31,3,Instant,Saturday,True,May
BLK10909,2024-08-02,14:42:00,2024-08-02 14:42:00,Beverages,Juice,1,239,239,11,26.29,212.71,Delhi,25,5,Instant,Friday,False,August
BLK10910,2024-08-02,23:30:00,2024-08-02 23:30:00,Personal Care,Soap,3,428,1284,0,0.0,1284.0,Chennai,27,5,Instant,Friday,False,August
BLK10911,2024-12-07,12:20:00,2024-12-07 12:20:00,Fruits & Vegetables,Tomatoes,2,137,274,0,0.0,274.0,Delhi,22,4,Instant,Saturday,True,December
BLK10912,2024-12-11,21:16:00,2024-12-11 21:16:00,Personal Care,Shampoo,2,490,980,11,107.8,872.2,Chennai,47,5,Instant,Wednesday,False,December
BLK10913,2024-04-06,21:44:00,2024-04-06 21:44:00,Personal Care,Soap,4,251,1004,23,230.92,773.08,Kolkata,35,4,Scheduled,Saturday,True,April
BLK10914,2024-07-08,19:01:00,2024-07-08 19:01:00,Beverages,Tea,1,275,275,0,0.0,275.0,Kolkata,50,5,Instant,Monday,False,July
BLK10915,2024-10-04,21:33:00,2024-10-04 21:33:00,Beverages,Soft Drinks,4,239,956,0,0.0,956.0,Mumbai,40,3,Instant,Friday,False,October
BLK10916,2024-07-14,17:54:00,2024-07-14 17:54:00,Fruits & Vegetables,Potatoes,5,45,225,25,56.25,168.75,Bangalore,24,5,Instant,Sunday,True,July
BLK10917,2024-07-29,11:31:00,2024-07-29 11:31:00,Fruits & Vegetables,Onions,1,133,133,14,18.62,114.38,Kolkata,38,5,Scheduled,Monday,False,July
BLK10918,2024-04-18,15:49:00,2024-04-18 15:49:00,Dairy,Paneer,1,125,125,0,0.0,125.0,Chennai,34,5,Instant,Thursday,False,April
BLK10919,2024-08-25,21:58:00,2024-08-25 21:58:00,Fruits & Vegetables,Potatoes,3,77,231,0,0.0,231.0,Delhi,28,4,Instant,Sunday,True,August
BLK10920,2024-07-31,15:00:00,2024-07-31 15:00:00,Dairy,Milk,1,103,103,0,0.0,103.0,Delhi,25,5,Instant,Wednesday,False,July
BLK10921,2024-06-11,18:10:00,2024-06-11 18:10:00,Personal Care,Deodorant,5,430,2150,0,0.0,2150.0,Mumbai,28,5,Instant,Tuesday,False,June
BLK10922,2024-10-22,21:08:00,2024-10-22 21:08:00,Fruits & Vegetables,Potatoes,4,101,404,9,36.36,367.64,Mumbai,43,3,Instant,Tuesday,False,October
BLK10923,2024-11-19,20:53:00,2024-11-19 20:53:00,Fruits & Vegetables,Tomatoes,2,102,204,5,10.2,193.8,Kolkata,43,3,Instant,Tuesday,False,November
BLK10924,2024-10-30,12:01:00,2024-10-30 12:01:00,Personal Care,Face Cream,5,421,2105,19,399.95,1705.05,Delhi,20,5,Instant,Wednesday,False,October
BLK10925,2024-07-02,13:15:00,2024-07-02 13:15:00,Fruits & Vegetables,Bananas,2,82,164,0,0.0,164.0,Bangalore,29,5,Instant,Tuesday,False,July
BLK10926,2024-03-14,08:40:00,2024-03-14 08:40:00,Personal Care,Shampoo,4,155,620,10,62.0,558.0,Delhi,21,3,Instant,Thursday,False,March
BLK10927,2024-09-10,19:58:00,2024-09-10 19:58:00,Snacks,Noodles,4,15,60,0,0.0,60.0,Delhi,36,3,Instant,Tuesday,False,September
BLK10928,2024-12-17,21:24:00,2024-12-17 21:24:00,Beverages,Coffee,2,172,344,0,0.0,344.0,Mumbai,35,5,Instant,Tuesday,False,December
BLK10929,2024-01-17,11:21:00,2024-01-17 11:21:00,Beverages,Coffee,5,299,1495,0,0.0,1495.0,Kolkata,30,3,Scheduled,Wednesday,False,January
BLK10930,2024-04-08,08:34:00,2024-04-08 08:34:00,Groceries,Salt,2,160,320,15,48.0,272.0,Kolkata,35,3,Instant,Monday,False,April
BLK10931,2024-02-12,12:17:00,2024-02-12 12:17:00,Beverages,Coffee,1,198,198,0,0.0,198.0,Mumbai,33,5,Scheduled,Monday,False,February
BLK10932,2024-08-11,20:59:00,2024-08-11 20:59:00,Snacks,Chocolates,2,185,370,23,85.1,284.9,Mumbai,39,5,Instant,Sunday,True,August
BLK10933,2024-04-15,23:27:00,2024-04-15 23:27:00,Dairy,Butter,3,188,564,0,0.0,564.0,Kolkata,39,3,Instant,Monday,False,April
BLK10934,2024-06-29,19:57:00,2024-06-29 19:57:00,Fruits & Vegetables,Apples,2,28,56,0,0.0,56.0,Chennai,45,4,Instant,Saturday,True,June
BLK10935,2024-11-26,19:25:00,2024-11-26 19:25:00,Groceries,Rice,3,269,807,16,129.12,677.88,Mumbai,37,4,Instant,Tuesday,False,November
BLK10936,2024-06-09,11:00:00,2024-06-09 11:00:00,Beverages,Soft Drinks,2,258,516,0,0.0,516.0,Bangalore,32,5,Instant,Sunday,True,June
BLK10937,2024-07-16,17:38:00,2024-07-16 17:38:00,Snacks,Cookies,1,153,153,0,0.0,153.0,Mumbai,29,5,Scheduled,Tuesday,False,July
BLK10938,2024-12-09,10:36:00,2024-12-09 10:36:00,Fruits & Vegetables,Potatoes,3,101,303,0,0.0,303.0,Chennai,30,3,Instant,Monday,False,December
BLK10939,2024-05-20,21:07:00,2024-05-20 21:07:00,Groceries,Cooking Oil,5,217,1085,0,0.0,1085.0,Mumbai,44,4,Instant,Monday,False,May
BLK10940,2024-11-25,08:58:00,2024-11-25 08:58:00,Dairy,Cheese,4,43,172,25,43.0,129.0,Mumbai,33,5,Instant,Monday,False,November
BLK10941,2024-08-28,11:53:00,2024-08-28 11:53:00,Dairy,Cheese,3,202,606,0,0.0,606.0,Bangalore,29,3,Instant,Wednesday,False,August
BLK10942,2024-01-25,20:19:00,2024-01-25 20:19:00,Fruits & Vegetables,Potatoes,1,115,115,5,5.75,109.25,Chennai,46,3,Instant,Thursday,False,January
BLK10943,2024-06-14,21:14:00,2024-06-14 21:14:00,Snacks,Chips,3,147,441,0,0.0,441.0,Mumbai,35,5,Instant,Friday,False,June
